,pl,en
courier_description,"        W świecie pociętym ciężko rannymi autostradami, bez kolei, samolotów i autokarów, do łask wrócili kurierzy. Ludzie, którzy dotrą w każde miejsce i zawsze będą na czas. Wyposażeni w najdokładniejsze mapy, znający każdą dziurę, skrót, znający teren lepiej, niż jego rodowici mieszkańcy. Kurier musi wiedzieć, gdzie można się natknąć na mutantów, a gdzie na pole minowe. Musi wiedzieć, który teren jest skażony i jak walczyć ze zmutowanymi zwierzętami. Kurier musi umieć naprawić swoją maszynę i wiedzieć, gdzie zdobyć paliwo. 
        I zawsze, powtarzam zawsze, musi zdążyć na czas. Kurier nie może sobie pozwolić na fuszerkę.","In a world divided by broken highways, devoid of trains, airplanes, and buses, couriers have made a triumphant return. These are the individuals who will reach any destination and always be punctual. Equipped with the most precise maps, they know every pothole, shortcut, and terrain better than its native inhabitants. A courier must know where one might encounter mutants and where one might stumble upon landmines. They must be aware of which areas are contaminated and how to combat mutated creatures. A courier must possess the skills to repair their machine and know where to obtain fuel.
And always, I emphasize, always, they must be on time. A courier cannot afford to cut corners."
hunter_description,"        Odnaleźć chłodnicę do Forda Buicka z ’76? Wykopać skądś komplet płyt Santany? Zdobyć dokumentację do magnetowidu Sony model SP34-98? To twój chleb powszedni. Wiesz czego i gdzie szukać. Masz fotograficzną pamięć i olbrzymią, wszechstronną wiedzę. Przyjmujesz zlecenie, spędzasz miesiąc czasu na doczytywaniu informacji i douczaniu się, łazisz po archiwach, potem rozmawiasz ze specami i przyjaciółmi. W końcu, kiedy już jesteś pewien, że dokładnie wiesz gdzie szukać, ruszasz w drogę. 
        To nie jest prosta praca. Trzeba być cholernie bystrym i ostrożnym. Trzeba mieć pewność i siłę przebicia. Musisz umieć rozmawiać z ludźmi, być wytrwały i nieugięty. Kochać historię, badania i szperanie. Bądź gotowy na przekopywanie się przez złomowiska, na eksplorację opuszczonych bunkrów i na wykradanie sprzętu mafiozom z Vegas. 
        W zasadzie, jeśli chcesz być łowcą, musisz być gotowy na wszystko.","To find a radiator for a '76 Ford Buick? Dig up a complete set of Santana records from somewhere? Obtain documentation for a Sony SP34-98 videocassette recorder? That's your everyday bread and butter. You know what to look for and where to find it. You have a photographic memory and a vast, versatile knowledge. You take on a commission, spend a month researching and learning, delve into archives, then talk to experts and friends. Finally, when you're absolutely sure you know where to look, you set off on your journey.
This is not an easy job. You need to be incredibly sharp and cautious. You must have determination and resilience. You have to be able to communicate with people, be persistent and unyielding. Love history, research, and scavenging. Be prepared to sift through junkyards, explore abandoned bunkers, and sneak equipment away from Vegas mafia.
In essence, if you want to be a hunter, you must be ready for anything."
mutant_hunter_description,"        No dobra, przyznam, że na początku kojarzyło mi się to z tymi facetami, co dawniej łapali niewolników. Teraz już wiem więcej. 
        Żaden niewolnik w historii świata nie był tak niebezpieczny, jak co drugi z mutantów, na których polujesz. To jest niezaprzeczalny fakt, który tłumaczy po co ci karabin, trzy spluwy, nóż bardziej przypominający maczetę i jeszcze maczeta, tak na wszelki wypadek. Domyślam się, że ta skórzana torba pełna jest medykamentów i odtrutek, na wszelkie trucizny i jady, którymi poczęstują cię mutki. 
        W zasadzie, tak jak tropiciel, musisz być uparty i nieustępliwy, konsekwentny i zawzięty, itepe itede, a do tego jeszcze powinieneś być tym typem człowieka, na którego mówi się sukinsyn. 
        Bez litości. Mutanci to zwierzęta. Jeśli jesteś o tym przekonany, witaj w zawodzie.","Alright, I'll admit that initially, it might have reminded me of those guys who used to catch slaves in the past. Now I know more.
No slave in the history of the world was as dangerous as every other mutant you hunt. That's an undeniable fact that explains why you carry a rifle, three pistols, a knife that resembles a machete, and an actual machete, just in case. I assume that leather bag is full of medications and antidotes for all the poisons and venoms those mutants might hit you with.
In essence, just like a tracker, you need to be stubborn and relentless, consistent and resolute, and so on and so forth, but on top of that, you should be the kind of person they call a son of a gun.
Merciless. Mutants are animals. If you're convinced of that, welcome to the profession."
mobster_description,"        Nastały dobre czasy. Nie ma policji. Nie ma FBI. Nie ma CIA ani US Marshalls. Ani żadnej innej organizacji zajmującej się ochranianiem nieprzystosowanych do życia frajerów. W miastach wreszcie żyje się ciekawie. Teraz można się sprawdzić i ocenić, kto zasługuje na miano szefa dzielnicy, czy nawet całego miasta. 
        Tak, wybrałeś drogę kariery. To dość pracochłonne i trudne, ale poradzisz sobie. Wysłuchaj tylko tych kilku rad: nigdy nie ufaj przyjaciołom. Prędzej czy później, zostawią cię na lodzie, więc lepiej byś był na to przygotowany. Nigdy nie pożyczaj kasy ludziom, którzy mogą ci ją oddać. Zastanów się, nic na tym nie zyskujesz. Nigdy nie cofaj się. Nigdy nie zatrzymuj. Nigdy nie odpuszczaj. Nawet jednej małej uliczki. Nawet jednej bramy. Jeśli walczysz o władzę w mieście, ważne jest wszystko. Nawet ten cholerny hydrant.","Good times have arrived. There is no police. No FBI. No CIA or US Marshalls. No other organization that looks after the losers who can't adapt to life. Cities are finally interesting places to live. Now you can prove yourself and determine who deserves to be called the district boss, or even the ruler of the entire city.
Yes, you've chosen a career path. It's quite labor-intensive and difficult, but you'll manage. Just listen to these few pieces of advice: never trust your friends. Sooner or later, they'll leave you high and dry, so you better be prepared for it. Never lend money to people who can pay you back. Think it over; you won't gain anything from it. Never back down. Never stop. Never give up. Not even on one small street. Not even on one gate. If you're fighting for power in a city, everything matters. Even that damn fire hydrant."
medic_description,"        Przede wszystkim, dobry medyk powinien być głuchy. Środków przeciwbólowych jest dziś jak na lekarstwo, pacjenci drą się jak opętani, więc jak masz wrażliwy słuch, to się bracie nie skupisz i pacjent ci zejdzie. Głuchota jest w cenie. Taaa... Dobry felczer... Wiesz, co? Najlepiej głuchy i nieczuły. Widzisz, pacjenci będą ci schodzili hurtowo, nie unikniesz tego, nie ma mocnych, jednego uratujesz, trzech nie, statystyki nie kłamią, więc lepiej, żebyś się zbyt często nie rozklejał. Ma gość rozwaloną nogę, ucinaj, a jak się nie udało, bierz się za kolejnego. Jest wojna, nie ma zmiłuj. 
        Medyk musi być twardym biznesmenem, bez litości zarabiającym na swych usługach, gdzie tylko go nogi zaniosą. Jak będziesz miękki i będziesz leczył biednych, to zdechniesz z głodu, to jasne. Bo widzisz, medyka szanują i potrzebują wszyscy. Dopóki nie odmówisz komuś pomocy, nikt nie tknie cię palcem. No dobra, chyba, że w okolicy masz już konkurencję, ale z konkurencją to wiesz co się robi, nie? 
        Jeszcze jedno. Medyk to nie jest maszynka do skręcania leków z piasku. Gościu, nie jesteś biologiem czy zoologiem, bez jaj! Gówno znasz się na chemii i farmakologii. Jesteś po prostu krawcem. Umiesz połatać i poreperować człowieka. Kumasz? Nieczuły, twardy, dupek znający swoją wartość. Tak, będzie z ciebie idealny lekarz.","Above all, a good medic should be deaf. Pain relievers are as rare as hen's teeth today, and patients scream like they're possessed, so if you have sensitive hearing, you won't be able to focus, and the patient will be a goner. Deafness is priceless. Yup... A good medic... You know what? Best if they're deaf and unfeeling. You see, patients will be coming to you in droves, you can't avoid it, there's no escaping it, you might save one, but not three, the statistics don't lie, so it's better if you don't break down too often. If a guy has a smashed leg, amputate it, and if that doesn't work, move on to the next one. It's wartime, no mercy.
A medic must be a tough businessman, mercilessly making a living wherever their legs take them. If you're soft and treat the poor for free, you'll starve to death, that's for sure. Because you see, everyone respects and needs a medic. As long as you don't refuse help to someone, no one will lay a finger on you. Well, unless you already have competition in the area, but you know what to do with competition, right?
One more thing. A medic isn't a machine for making drugs from sand. Dude, you're not a biologist or a zoologist, get a grip! You know squat about chemistry and pharmacology. You're just a tailor. You know how to patch and repair a person. Got it? Unfeeling, tough, and a hard-ass who knows their worth. Yeah, that's the perfect doctor right there."
assembler_description,"        Wyobraź sobie, że pracujesz w fabryce Forda w Detroit. Jakieś pięć lat po tym, jak ją ostatecznie zamknęli. Twoja fucha, to przywrócenie jej do działania, bo jakiś szejk z południa kupił ją wnukowi. Łapiesz skalę? No to teraz wiesz już na czym polega zawód montera w dzisiejszych czasach. 
        Po wojnie, jak mówią niektórzy, został tylko radioaktywny pył i kurz. Wszystko się wzięło i schrzaniło. Więc jeśli jesteś panem Złota Rączka i potrafisz to naprawić, jesteś tu bogiem. Wiesz jak przepchać klop, jak naprawić bojler, jak wymienić chłodnicę w wozie i jak przy pomocy spieprzonego tostera naprawić lodówkę. Powiedz jeszcze, że potrafisz ocieplić dom, wymienić oświetlenie i wstawić nowe okna. Powiedz coś jeszcze, a kupię obrączkę i się oświadczę. Wyjdziesz za mnie...?","Imagine you're working at the Ford factory in Detroit, about five years after they finally closed it down. Your job is to get it up and running again because some sheikh from the South bought it for his grandson. Do you get the picture? Well, now you know what the job of an assembler is like in today's world.

After the war, as some say, all that was left was radioactive dust and debris. Everything went to hell. So, if you're a Mr. Fix-It and can repair it, you're a god here. You know how to unclog a toilet, fix a water heater, replace a car's radiator, and use a faulty toaster to repair a refrigerator. Tell me you can also insulate a house, change the lighting, and install new windows. Say one more thing, and I'll buy a ring and propose. Will you marry me...?"
mercenary_description,"        Co i za ile? - motto najemników, chleb powszedni ich życia i filozofia działania. Przez półtora miesiąca siedzisz w knajpie czekając na frajera w potrzebie. Gościa, który potrzebuje pomocy, bo wdepnął w gówno przerastające dawny stan Alabama. Facet zjawia się. Zwierza się z problemów. Ty podajesz kwotę. I od tej pory siedzicie w tym gównie razem. Cokolwiek by to nie było, zrobisz wszystko, by osiągnąć cel. Dlaczego? Bo ci za to płacą. Bo taki masz zawód. Robić to, co każe Pracodawca.","""What and for how much?"" - the motto of mercenaries, the daily bread of their lives, and their philosophy of action. For a month and a half, you sit in a bar, waiting for a sucker in need. Someone who needs help because they've stepped into the mess surpassing the former state of Alabama. The guy shows up, confesses his problems, and you state your price. From that point on, you're in this mess together. Whatever it may be, you'll do everything to achieve the goal. Why? Because they pay you for it. Because that's your profession. To do what the Employer tells you to do."
bodyguard_description,"        Prędzej czy później każdy narobi sobie wrogów. Są ludzie, którzy mają ich naprawdę wielu. Wtedy proszą o pomoc takich jak ty, speców od chronienia dupska. 
        Nie myśl, że to jakaś wyjątkowo romantyczna fucha, nic z tych rzeczy. To ciężka praca. Odpowiadasz za życie człowieka, kogoś, kto wkurzył kilku kolesi, którzy teraz robią wszystko, by wykopać go z tego świata. Jeśli wchodzicie do knajpy, to nie patrzysz na laski, lecz na faceta, który trzyma rękę pod płaszczem. Gdy włazicie do hotelu, nie patrzysz na kelnerki, lecz na uchylone drzwi naprzeciwko. Gdy jedziecie przez pustynię, nie gapisz się na zachód słońca, lecz na dwa cienie przemykające w oddali. 
        Musisz dostrzec kulę, nim zostanie wystrzelona. Musisz usłyszeć lecący nóż, nim ktoś wypuści go z ręki. Musisz dostrzec kawałek plastiku, nim ktoś naciśnie czerwony przycisk. I nie wolno ci się pomylić. Jeśli twój klient wyciągnie kopyta - jesteś bezrobotny. Już nikt nigdy ci nie zaufa.","Sooner or later, everyone makes enemies. Some people have a lot of them. That's when they turn to specialists like you, experts in protecting one's rear end.
Don't think it's a particularly romantic job, it's quite the opposite. It's hard work. You're responsible for someone's life, someone who has pissed off a few guys who are now doing everything to erase them from this world. When you walk into a bar, you don't look at the girls; you look at the guy with his hand under his coat. When you enter a hotel, you don't look at the waitresses; you look at the slightly ajar door across from you. When you're driving through the desert, you don't stare at the setting sun; you watch two shadows moving in the distance.
You have to see the bullet before it's fired. You have to hear the flying knife before someone releases it from their hand. You have to spot the piece of plastic before someone presses the red button. And you can't make a mistake. If your client gets killed, you're out of a job. No one will ever trust you again."
judge_description,"        Dawniej pracowałbyś w policji, nosił odznakę i jeździł wozem na sygnale. Cóż, świat się zmienił. Odznaka jest nic nie warta, policja nie istnieje i tylko sygnał wyje jak dawniej. 
        Więc chłopie, jeśli jesteś tym gościem, który zajmuje się egzekucją prawa, to musisz naprawdę mieć stalowe nerwy. No i zdrowo rozregulowany system współczesnych wartości. Oprócz ciebie i kilku podobnych frajerów, dziś już nikt nie przestrzega prawa. Nie ma sądów, więzień, nie ma Texas Rangers, FBI ani nic z tych rzeczy. Dlatego właśnie niektórzy mówią na takich jak ty Sędziowie. Działacie jak Sędzia Dredd - słyszałeś o tym gościu? Pościg, odczytanie wyroku i egzekucja. Tak dziś działa wymiar sprawiedliwości. Jak w komiksie. 
        Cóż, taki świat. Trochę szalony, nie?","Once upon a time, you would have worked in the police, worn a badge, and driven a car with sirens. Well, the world has changed. The badge is worth nothing, the police don't exist, and only the siren still wails as it did in the past.
So, buddy, if you're the guy who enforces the law, you really need nerves of steel. And a healthy disregard for modern values. Besides you and a few similar suckers, no one follows the law today. There are no courts, no prisons, no Texas Rangers, FBI, or anything like that. That's why some call guys like you Judges. You act like Judge Dredd – have you heard of that guy? Pursuit, reading the verdict, and execution. That's how justice works today. Like in a comic book.
Well, it's a crazy world, isn't it?"
specialist_description,"        Jeśli na czymś naprawdę się znasz, to jesteś praktycznie nietykalny. Spece w dzisiejszym świecie mają się po prostu świetnie. Wreszcie nastał ich czas. Dawniej nietykalność była domeną dziennikarzy i reporterów, teraz to Spec może czuć się bezpieczny niemal w każdej sytuacji. Nawet najgłupszy ganger wie, że Speca lepiej trzymać przy życiu. 
        Masz wiedzę z większości dziedzin nauki, takich jak biologia, fizyka, chemia czy geografia - na poziomie tego, czego dawniej nauczano dzieciaków w liceum. Gdybyś się teraz chłopie przeniósł do liceum, miałbyś świadectwo z paskiem jak nic. No, a to przecież nie wszystko - w kilku z tych dziedzin jesteś po prostu cholernym czempionem, profesorkiem, po prostu Specem. Znasz je na poziomie akademickim, bo poświęciłeś temu całe swoje parszywe życie. I co to oznacza? 
        Oznacza to tyle, że w przeciętnej wsi, osadzie, czy w dowolnej grupie ludzi, jesteś traktowany jak półbóg. Słuchają każdego twojego słowa, próbują zatrzymać cię przy sobie, dbają o ciebie jak o złote jajo. Fajnie ci, kujonie, co?","If you're truly an expert in something, you're practically untouchable. Specialists in today's world are just thriving. It's finally their time. In the past, invincibility was the domain of journalists and reporters; now, a Specialist can feel safe in almost any situation. Even the dumbest ganger knows it's better to keep a Specialist alive.
You have knowledge in most scientific disciplines like biology, physics, chemistry, or geography - at the level of what kids used to learn in high school. If you were to go back to high school now, you'd graduate with honors, no doubt. And that's not all - in a few of these fields, you're simply a damn champion, a professor, just a Specialist. You know them at an academic level because you've dedicated your miserable life to it. And what does that mean?
It means that in an average village, settlement, or any group of people, you're treated like a demigod. They hang on your every word, try to keep you with them, and take care of you like a golden egg. Feeling pretty good, you nerd, aren't you?"
shaman_description,"        Nazywają cię zafajdanym ćpunem, albo śmierdzącym grzybojadem? Może otacza cię kult i powszechny szacunek plemienia? A może mało cię obchodzi, co sądzą inni, bo ty i tak widzisz więcej niż oni? Twoja jaźń otworzyła się na świat duchów. Był to rytuał przejścia, albo wyciek z reaktora. Od tego czasu słyszysz głosy, rozpoznajesz złe miejsca, patrzysz przez ludzi na wylot. 
        Krzyczą „spieprzać!” - ty czujesz ledwie delikatny dotyk radiacji. Nie raz pytali cię, dlaczego nie wszedłeś do tamtego budynku, tuż przed tym, gdy wybuchła bomba. Zastanawiali się, jak przeżyłeś noc w mieście zombiaków. Przyzwyczaiłeś się, że proszą cię, byś pobłogosławił Harleya, i że radzą się w ważnych przedsięwzięciach handlowych. Nie strzelają do ciebie, bo to przynosi pecha. 
        Tak naprawdę jednak czujesz się jak święty w piekle dopiero wtedy, gdy walniesz sobie działkę Tornado, a odwiedzające cię anioły mają twarze ludzi z pożółkłych fotografii, które targa wiatr.","Are they calling you a spaced-out junkie or a stinking mushroom head? Perhaps you're revered, and your tribe holds you in high regard? Or maybe you couldn't care less about what others think because you see more than they do? Your soul has opened to the world of spirits. It was a rite of passage or a leak from a reactor. Since then, you hear voices, recognize evil places, and see through people completely.
When they scream, ""run!"" – you feel just a gentle touch of radiation. They've asked you many times why you didn't enter that building just before the bomb went off. They wondered how you survived a night in a city full of zombies. You've gotten used to them asking for your blessing for their Harley and seeking your advice on important business ventures. They don't shoot you because it brings bad luck.
But in reality, you feel like a saint in hell only when you hit some Tornado, and the angels visiting you have the faces of people from old, yellowed photographs that the wind tears apart."
rat_description,"        Podobno dawniej szczura nazywano kloszardem. Dziwne. Co to jest kloszard? Niby ja? Jaki tam ze mnie kloszard, ot prosty człowiek jestem, zwyczajnie. Mieszkam w norze, w ruinach jednego z budynków w miasteczku, żyję ze zbieractwa, jem co znajdę lub upoluję, ubieram się w to co ciepłe, do fryzjera nie chodzę. 
        Lubię pomyszkować, odwiedzać domy, knajpy, szukać różnych ciekawych przedmiotów z dawnych czasów. I od razu zaznaczam - karabiny i shotguny to nie są fajne przedmioty, choć trzeba przyznać, można je potem wymienić na żarcie, lub trochę gorzałki. Nie potrzebuję być ani odważny, ani dobrze walczyć, nie muszę mieć żadnych przymiotów, bez których nie mógłby się obejść zabójca, czy ochraniarz. Jestem prostym człowiekiem, całkiem nieźle sobie radzącym w dzisiejszych - podobno - trudnych czasach. 
        Chcesz się przyłączyć?","Apparently, they used to call rats ""bum."" Strange, right? What's a bum? Me? How am I a bum? I'm just an ordinary person. I live in a burrow, in the ruins of one of the buildings in the town. I survive by scavenging, eating whatever I find or hunt, wearing whatever's warm, and I don't go to the barber.
I enjoy exploring, visiting houses, pubs, and searching for interesting items from the past. And let me make it clear – rifles and shotguns aren't cool items, although, you have to admit, you can trade them later for food or a bit of liquor. I don't need to be brave or skilled in combat. I don't require any qualities that a killer or a bodyguard would need. I'm just an ordinary person, managing quite well in today's supposedly challenging times.
Do you want to join me?"
beast_trainer_description,"        Ilość zmutowanych zwierząt, które produkuje Moloch, jest zatrważająca. Większość z nich to maszyny do zabijania, potężne stwory, łaknące krwi i niczego więcej. Są jednak wśród nich i takie, które da się okiełznać i zamienić w przyjaciela człowieka. 
        Tak, to trudne. Tak, nie ma zbyt wiele takich stworzeń. Ale jeśli już się uda, Masz prawdziwego sprzymierzeńca. 
        A jeśli są bestie, to są i ludzie, którzy specjalizują się w tresowaniu tych bestii. Jedne doskonale nadają się na wierzchowce, inne jako obrońcy, czy nawet zwierzęta pociągowe. Po całych szopkach z eksperymentami biologicznymi Molocha, wybór jest całkiem interesujący. Więc jeśli masz dar nawiązywania kontaktu ze zwierzęciem, dużo cierpliwości i akurat nie masz nic innego do roboty - możesz zacząć tresować bestie. Znajdziesz na nie kupca w każdym mieście.","The number of mutated animals produced by Moloch is alarming. Most of them are killing machines, powerful creatures with a thirst for blood and nothing more. However, among them are those that can be tamed and turned into human friends.
Yes, it's difficult. Yes, there aren't too many such creatures. But if you succeed, you'll have a true ally.
And where there are beasts, there are people who specialize in training these creatures. Some make perfect mounts, others serve as defenders, or even as draft animals. After all the biological experiments Moloch conducted, the selection is quite interesting. So if you have a gift for communicating with animals, plenty of patience, and just don't have anything else to do – you can start training beasts. You'll find buyers for them in every town."
tracker_description,"        Musiałeś się wychować na pustyni, innej rady nie ma. Nie próbuj mi nawet wmówić, że nauczyłeś się tego z książek! To nie-moż-li-we! Nie wiem, jak to robisz, dla mnie to magia i jedyne co mogę, to śmiać się, kiedy widzę, jak tacy jak ty przykucają na chwilę, a potem wstają i rzucają tekst w stylu: „Czterech pieszych, jedna kobieta, zmęczeni, jeden ranny, zgubili się, jeden dobry wojownik, prawdopodobnie gladiator...” Dobry tropiciel zawsze znajdzie robotę. W gangu, w firmie kurierskiej, gdziekolwiek. Każdy, kto chce się przemieszczać, powinien to robić z tropicielem, facetem, który wyciągnie go z najgorszych opresji, który ostrzeże przed niebezpieczeństwem, oceni siły przeciwnika i zdoła wystrychnąć go na dudka. Zatrzeć ślady, zmylić, przygotować zasadzkę... 
        Mogę się z ciebie śmiać, ale obaj wiemy, że nie ruszę bez ciebie w teren, mam rację?","You had to grow up in the desert; there's no other advice. Don't even try to convince me that you learned this from books! It's impossible! I don't know how you do it; for me, it's magic, and all I can do is laugh when I see people like you crouching for a moment and then throwing out lines like, 'Four pedestrians, one woman, tired, one injured, they got lost, one good warrior, probably a gladiator...' A good tracker will always find work. In a gang, in a courier company, anywhere. Anyone who wants to move around should do it with a tracker, a guy who will get you out of the worst situations, who will warn you about danger, assess the enemy's strength, and manage to outsmart them. Erase tracks, mislead, prepare an ambush...
I can laugh at you, but we both know that I won't move into the field without you, am I right?"
highway_warrior_description,"        Mieszkańcy Vegas mogą mówić, że w mieście jest niebezpiecznie. Że miasto to dżungla, w której przetrwa tylko najsilniejszy. Miastowi... Nie widzieli prawdziwego niebezpieczeństwa. Nigdy nie byli ścigani przez zgraję żądnych krwi renegatów. Nie natknęli się na Keer Stonesów, czy Black Cats. Nie stali na środku Mohawe z pustym bakiem, przebitą komorą silnika i stadem czerwonoskórych na horyzoncie. Prawda jest taka, że jeśli miasto jest dżunglą, to autostrada jest piekłem. 
        Jeśli chcesz żyć na autostradzie, jeśli kochasz prędkość, ryk silnika i prawdziwe emocje - witaj na trasie. Ale wiedz jedno, od razu musisz podjąć decyzję: albo dasz się wciągnąć do jednego z gangów - lecz wiedz, że prędzej, czy później trafisz na mnie i pożałujesz tej decyzji. Albo naprawdę masz jaja i postanowisz działać w pojedynkę, sprzątając te bandy szumowin na rozklekotanych maszynach. W tym wypadku lepiej byś celnie strzelał, bo ich zawsze będzie zdecydowanie zbyt wielu, by móc sobie pozwolić na pudło. Lepiej byś cholernie dobrze prowadził swoją maszynę - bo zawsze te palanty spróbują rozbić cię w drobny mak. I wreszcie, lepiej byś miał ciepły koc. 
        A co, chcesz marznąć po nocach?!","The residents of Vegas may say that the city is dangerous. They claim it's a jungle where only the strongest survive. The locals... They've never encountered real danger. They've never been pursued by a bloodthirsty gang of renegades. They've never crossed paths with the Keer Stones or the Black Cats. They've never stood in the middle of the Mohave with an empty tank, a pierced engine chamber, and a herd of raiders on the horizon. The truth is, if the city is a jungle, then the highway is hell.
If you want to live on the highway, if you love speed, the roar of the engine, and real excitement - welcome to the road. But know one thing, you must make a decision right away: either you let yourself get involved with one of the gangs - but be aware that sooner or later, you'll come across me, and you'll regret that decision. Or you really have the guts and decide to act alone, taking down those bands of troublemakers on your rickety machines. In this case, you better be a sharp shooter because there will always be way too many of them to afford missing. You better be damn good at handling your machine - because these idiots will always try to break you into pieces. And finally, you better have a warm blanket.
So, do you want to freeze at night?!"
clan_warrior_description,"        Masz się czym pochwalić - posiadasz rodzinę. Niewielu ma takie szczęście. Klan wychował cię, karmił i szkolił. Za każdego z tych ludzi dałbyś się zabić. Bronisz terytorium, pastwisk, wody, złomu. Jeśli w okolicy pojawi się niedźwiedź - ty go upolujesz. Jeśli twoim ludziom wkrótce potrzebny będzie nowy generator, ruszysz na rok, czy dwa, na mały walkabout i wrócisz ze sprzętem. Jeśli wybuchnie wojna z sąsiadami, pójdziesz na wojnę i walczył będziesz w barwach swojego klanu. Nigdy nie mówisz „ja” - zawsze mówisz „my”. 
        Bądź przygotowany na atak Black Cats i na ucieczkę z cielakiem na plecach, gdy nad ziemie klanu wiatr przywieje nuklearny pył. Na tobie polegają słabsi. Bądź wilkiem gdy trzeba, gdy trzeba szczurem, ale stado zawsze liczy się przede wszystkim. 
        W tym świecie nie opowiesz nikomu o mistycznej sile, która kieruje twoimi krokami i twoim ramieniem. Nie zwierzysz się nikomu z zaufania i podziwu, jakim się cieszysz. Nikt cię nie będzie słuchał. Zostałeś wybrany nie po to, by przekonywać innych. Twoje życie i śmierć nie są w twoich rękach - zostałeś powołany, by służyć.","You have something to be proud of - you have a family. Not many are so lucky. The clan raised you, fed you, and trained you. You'd give your life for each of those people. You defend the territory, pastures, water, and scrap. If a bear appears in the area, you'll hunt it down. If your people need a new generator soon, you'll embark on a small walkabout for a year or two and return with the equipment. If a war breaks out with the neighbors, you'll go to war and fight in the colors of your clan. You never say ""I"" - you always say ""we.""
Be prepared for an attack from the Black Cats and for a hasty escape with a calf on your back when nuclear dust blows over the clan's land. The weaker ones rely on you. Be a wolf when needed, be a rat when needed, but the herd always comes first.
In this world, you won't tell anyone about the mystical power guiding your steps and your arm. You won't confide in anyone with the trust and admiration you enjoy. No one will listen to you. You were chosen not to persuade others. Your life and death are not in your hands - you were called to serve."
assassin_description,"        Dziś zabójca w większym stopniu przypomina tropiciela, niż mordercę. Dużo trudniej dopaść ofiarę, niż ją potem zlikwidować. Twój cel zazwyczaj wie, że nadepnął komuś na odcisk, a wtedy ucieka. Zaciera ślady, walczy o każdy dzień i każdą godzinę. Zasadniczo, robi wszystko, by utrudnić ci robotę. 
        Wiele z ofiar liczy na to, że zarzucisz zlecenie. Dla ciebie choć cień takiej myśli to obraza. 
        Zabójca nigdy nie porzuca celu. Nigdy nie wycofuje się ze zlecenia. Bez względu na okoliczności i wszelkie kłopoty, dąży do wykonania zlecenia. Ściga ofiarę, a potem zabija. Nie ma odwołania, nie ma szansy na uniknięcie wyroku. Cel musi zginąć. 
        Potem inkasujesz wynagrodzenie i przyjmujesz kolejne zlecenie. Rozpoczyna się nowy pościg. Nie ma ofiary, która zdołałaby umknąć. Nie da się uciec przed wyrokiem śmierci.","Today, the assassin more closely resembles a tracker than a murderer. It's much harder to catch the target than to eliminate them. Your target usually knows they've stepped on someone's toes, and when that happens, they flee. They cover their tracks, fight for every day and every hour. Essentially, they do everything to make your job harder.
Many of your targets hope that you'll drop the contract. Even a shadow of such a thought is an insult to you.
An assassin never abandons the target. They never withdraw from a contract. Regardless of the circumstances and all the troubles, they pursue the execution of the contract. They chase the target, and then they kill. There's no turning back, no chance to escape the death sentence. The target must die.
Then you collect your fee and take on the next contract. A new pursuit begins. There's no target that can escape. There's no escaping the death sentence."
machine_slayer_description,"        Jeśli ktoś ogłosiłby konkurs na najniebezpieczniejsze zajęcie w dzisiejszych Stanach, ty i twoi kumple po fachu mielibyście pierwsze miejsce. 
        No dobra, ale musisz przyznać, że trzeba mieć mocno nie po kolei w głowie, by chodzić po froncie i rozwalać maszyny Molocha. To, że masz nadludzki refleks, by unikać jego ognia niczego nie tłumaczy. To, że masz płuca jak miechy i cholernie dużą odporność na gaz, którym Moloch zasnuwa pole bitwy, też nie jest dla mnie argumentem. Tak, precyzyjne oko, które pozwala ci kilkoma strzałami wyłączyć z gry Mobsprzęt też mnie nie przekona. 
        Słuchaj, jak dla mnie możesz dodatkowo być nadludzko opanowany i dokładny, nie ulegać panice i wyłączać się z całego chaosu bitwy, możesz nawet być genialnym inżynierem, który wie, jak skutecznie jednym strzałem wyłączyć wrogą maszynę, możesz nawet... 
        Potrafisz to wszystko? 
        Świetnie. Dosłownie super. A ja i tak uważam, że jesteś chory. Możesz być nawet Supermenem. Jeśli na froncie dobrze się czujesz, jesteś chory. Jasne?","If someone were to announce a contest for the most dangerous job in today's United States, you and your colleagues in the trade would take first place.
Well, you have to admit that you have to be seriously messed up in the head to walk the front lines and take down Moloch's machines. The fact that you have superhuman reflexes to avoid its fire doesn't explain it. Having lungs like bellows and tremendous resistance to the gas Moloch blankets the battlefield with doesn't convince me either. Yes, the precise eye that allows you to disable enemy Mobsprzęt with a few shots doesn't sway me.
Listen, for me, you could also be supernaturally composed and precise, not succumbing to panic and disengaging from the chaos of the battle, you could even be a brilliant engineer who knows how to effectively disable an enemy machine with a single shot, you could even...
You can do all of that?
Great. Literally super. And I still think you're crazy. You could be Superman. If you feel good on the front lines, you're crazy. Clear?"
